Bacillus_subtilis	/home/yczhang/zyc/final_result/zymo/data/ref/Bacillus_subtilis_complete_genome.fna
Cryptococcus_neoformans	/home/yczhang/zyc/final_result/zymo/data/ref/Cryptococcus_neoformans_complete_genome.fasta
Enterococcus_faecalis	/home/yczhang/zyc/final_result/zymo/data/ref/Enterococcus_faecalis_complete_genome.fna
Escherichia_coli	/home/yczhang/zyc/final_result/zymo/data/ref/Escherichia_coli_complete_genome.fna
Lactobacillus_fermentum	/home/yczhang/zyc/final_result/zymo/data/ref/Lactobacillus_fermentum_complete_genome.fna
Listeria_monocytogenes	/home/yczhang/zyc/final_result/zymo/data/ref/Listeria_monocytogenes_complete_genome.fna
Pseudomonas_aeruginosa	/home/yczhang/zyc/final_result/zymo/data/ref/Pseudomonas_aeruginosa_complete_genome.fna
Saccharomyces_cerevisiae	/home/yczhang/zyc/final_result/zymo/data/ref/Saccharomyces_cerevisiae_complete_genome.fasta
Salmonella_enterica	/home/yczhang/zyc/final_result/zymo/data/ref/Salmonella_enterica_complete_genome.fna
Staphylococcus_aureus	/home/yczhang/zyc/final_result/zymo/data/ref/Staphylococcus_aureus_complete_genome.fna
