GCF_000021065.1_ASM2106v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_000021065.1_ASM2106v1_genomic.fna
GCF_000183285.1_ASM18328v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_000183285.1_ASM18328v1_genomic.fna
GCF_000021085.1_ASM2108v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_000021085.1_ASM2108v1_genomic.fna
GCF_009730575.1_ASM973057v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_009730575.1_ASM973057v1_genomic.fna
GCF_006402015.1_ASM640201v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_006402015.1_ASM640201v1_genomic.fna
GCF_000219105.1_ASM21910v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_000219105.1_ASM21910v1_genomic.fna
GCF_002305895.1_ASM230589v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002305895.1_ASM230589v1_genomic.fna
GCF_004135755.1_ASM413575v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_004135755.1_ASM413575v1_genomic.fna
GCF_000418325.1_ASM41832v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_000418325.1_ASM41832v1_genomic.fna
GCF_005954665.1_ASM595466v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_005954665.1_ASM595466v1_genomic.fna
GCF_009720545.1_ASM972054v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_009720545.1_ASM972054v1_genomic.fna
GCF_003367295.1_ASM336729v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003367295.1_ASM336729v1_genomic.fna
GCF_023035675.1_ASM2303567v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_023035675.1_ASM2303567v1_genomic.fna
GCF_023035795.1_ASM2303579v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_023035795.1_ASM2303579v1_genomic.fna
GCF_000512145.1_ASM51214v2	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_000512145.1_ASM51214v2_genomic.fna
GCF_023035415.1_ASM2303541v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_023035415.1_ASM2303541v1_genomic.fna
GCF_023035855.1_ASM2303585v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_023035855.1_ASM2303585v1_genomic.fna
GCF_025905525.1_ASM2590552v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_025905525.1_ASM2590552v1_genomic.fna
GCF_024181545.1_ASM2418154v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024181545.1_ASM2418154v1_genomic.fna
GCF_024181485.1_ASM2418148v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024181485.1_ASM2418148v1_genomic.fna
GCF_002850235.1_ASM285023v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002850235.1_ASM285023v1_genomic.fna
GCF_017751225.1_ASM1775122v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_017751225.1_ASM1775122v1_genomic.fna
GCF_000022105.1_ASM2210v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_000022105.1_ASM2210v1_genomic.fna
GCF_029866705.1_ASM2986670v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_029866705.1_ASM2986670v1_genomic.fna
GCF_008152825.1_ASM815282v1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_008152825.1_ASM815282v1_genomic.fna
